name,available_quantity,isbn,language,total_pages,price,book_image,description,published_date,publisher_id,deleted_at,
Sự Đầy Của Cái Không,200,8934974157069,Tiếng Việt,344,112000,https://www.fahasa.com/su-day-cua-cai-khong.html,"Chúng ta đứng giữa hai cái vô hạn, vô cùng bé và vô cùng lớn, hai cột mốc hiểu biết đã thách thức con người xuyên suốt chiều dài lịch sử. Và cũng như vô hạn, cái không không ngừng xuất hiện dưới nhiều hình thức trong các lĩnh vực khác nhau của tư tưởng con người. Sự sợ hãi cái hư vô, hay chân không, thể hiện rất rõ trong tư tưởng phương Tây, mà rõ nét nhất là việc số 0, biểu hiện của cái không trong toán học, đã ra đời ở phương Đông bất chấp những tiến bộ lớn lao trong toán học phương Tây. Con người sợ chân không, tự nhiên sợ chân không, vậy chân không thật sự là gì? Nó có thật sự trống rỗng? Không gian trong vũ trụ có phải là chân không? Làm thế nào mà vũ trụ lại chuyển từ không tồn tại thành tồn tại, từ hư vô thành một cái gì đó? Vai trò của chân không trong sự ra đời của vũ trụ là gì?
Chúng ta đứng giữa hai cái vô hạn, vô cùng bé và vô cùng lớn, hai cột mốc hiểu biết đã thách thức con người xuyên suốt chiều dài lịch sử. Và cũng như vô hạn, cái không không ngừng xuất hiện dưới nhiều hình thức trong các lĩnh vực khác nhau của tư tưởng con người. Sự sợ hãi cái hư vô, hay chân không, thể hiện rất rõ trong tư tưởng phương Tây, mà rõ nét nhất là việc số 0, biểu hiện của cái không trong toán học, đã ra đời ở phương Đông bất chấp những tiến bộ lớn lao trong toán học phương Tây. Con người sợ chân không, tự nhiên sợ chân không, vậy chân không thật sự là gì? Nó có thật sự trống rỗng? Không gian trong vũ trụ có phải là chân không? Làm thế nào mà vũ trụ lại chuyển từ không tồn tại thành tồn tại, từ hư vô thành một cái gì đó? Vai trò của chân không trong sự ra đời của vũ trụ là gì?
Trong cuốn Sự đầy của cái không, tác giả Trịnh Xuân Thuận đưa độc giả đi qua lịch sử phát triển của khoa học và triết học về chân không, từ thuyết tương đối đến lý thuyết lượng tử, từ khái niệm chân không trong Đạo giáo đến các mặt đối lập bổ sung cho nhau trong Phật giáo. Đây là cuốn sách dành cho tất cả những ai muốn hiểu hơn về nguồn gốc vũ trụ, và do đó hiểu hơn về nguồn gốc của chính loài người, những sinh vật có ý thức để đặt câu hỏi về cõi hư vô đã sinh ra vũ trụ này.",2018-09-05,2,,
Nguồn Gốc - Nỗi Hoài Niệm Về Những Thuở Ban Đầu,200,8934974140573,Tiếng Việt,620,150400,https://www.fahasa.com/nguon-goc-noi-hoai-niem-ve-nhung-thuo-ban-dau-159560.html,"Cuốn sách này nhằm mở ra cho độc giả những cánh cửa của thế giới vô cùng lớn - các thiên hà xa xôi, các tinh vân sặc sỡ của Ngân hà, các hành tinh của Hệ Mặt trời; cũng như những cánh cửa của thế giới vô cùng nhỏ - các tế bào sống, các mạng nơron, chuỗi xoắn kép AND; và tiết lộ cho độc giả những khía cạnh mới vẻ đẹp tráng lệ của thế giới.",2016-06-14,2,,
Khoa Học Khám Phá - Trả Lời Ngắn Gọn Những Câu Hỏi Lớn,200,8934974169574,Tiếng Việt,204,72000,https://www.fahasa.com/khoa-hoc-kham-pha-tra-loi-ngan-gon-nhung-cau-hoi-lon.html,"Khoa Học Khám Phá - Trả Lời Ngắn Gọn Những Câu Hỏi Lớn
Các nhà khoa học, các chuyên gia kỹ thuật, các doanh nhân tầm cỡ, các nhà chính trị hàng đầu và công chúng bình dân thường hỏi Stephen Hawking xem ông nghĩ gì đối với “các câu hỏi lớn” của thời đại, những câu hỏi mà phần lớn các nhà khoa học khác đôi khi lảng tránh. Stephen đã tạo ra một kho lưu trữ riêng các câu trả lời của mình, dưới dạng các bài nói, phỏng vấn và bài viết. Cuốn sách này được lấy ra từ kho lưu trữ cá nhân ấy của Stephen và hình thành trong khoảng thời gian ông ra đi. 
Trong cuốn sách này, Stephen Hawking đã trả lời các câu hỏi như: Có chăng Thượng đế? Mọi sự đã khởi đầu như thế nào? Liệu chúng ta có thể dự đoán tương lai không? Bên trong lỗ đen có gì? Du hành thời gian có khả thi không? Chúng ta định hình tương lai bằng cách nào?... bằng những suy luận bắt nguồn từ lĩnh vực khoa học của ông, rất sắc bén đồng thời cũng vô cùng ngắn gọn, thật sâu xa nhưng cũng rất giản dị, như chính bản thân ông vậy.",2020-05-08,2,,
Tối Ưu Toàn Diện Website Doanh Nghiệp - Phiên Bản Thứ 2,100,8935072953874,Tiếng Việt,374,148000,https://www.fahasa.com/toi-uu-toan-dien-website-doanh-nghiep-pb-thu-2-nxb-thtp.html,"Chúng tôi viết cuốn sách này cho bản thân chúng tôi, cái thời chúng tôi còn trẻ. Ngày xưa, cả hai chúng tôi quản lý việc kinh doanh trực tuyến - đây là nơi đã cho chúng tôi nhiều thách thức là làm sao để có thể tăng doanh số một cách ồ ạt. Lúc đó, chúng tôi làm việc ở hai châu lục khác nhau, và cả hai đều rất áp lực khi phải tìm cách phát triển doanh nghiệp của mình bằng mọi giá.
Vào thời điểm đó không tìm đầu ra cuốn sách như thế này - nếu có chúng tôi đã ngấu nghiến lấy nó rồi. Nghĩ đến điều đó, chúng tôi quyết định viết cuốn sách này cho bạn. Quan điểm của chúng tôi là viết ra một hướng dẫn theo từng bước thật chi tiết rõ ràng về cách tăng doanh số bán hàng trực tuyến cho người khác. Quyết định của chúng tôi đã gây sốc.
Một số người cảnh báo chúng tôi rằng viết một cuốn sách cho đi kiến thức của mình, tiết lộ toàn bộ bí mật và chuyên môn, sẽ gây hại cho công ty của chúng tôi vì lúc đó các khách hàng tiềm năng sẽ biết cách tự kinh doanh. Điều đó chưa bao giờ khiến chúng tôi lo lắng. Mỗi ngày, chúng ta thấy mọi người thất vọng như thế nào khi sử dụng các trang web thương mại điện tử. Khi truy cập một trang web, khách truy cập không chỉ muốn trải nghiệm qua các trang web, mà còn là quá trình suy nghĩ họ phải trải qua trước khi họ quyết định mua hàng. Giải quyết những vấn đề này là điều thôi thúc chúng tôi.",2022-05-12,6,,
Hiểm Họa Hacker Hiểu Biết Và Phòng Chống (Tái Bản 2018),100,9786045882771,Tiếng Việt,344,118000,https://www.fahasa.com/hiem-hoa-hacker-hieu-biet-va-phong-chong-tai-ban-2018.html,"Gần đây người ta thường nói đến hacker (hiểu theo nghĩa tiêu cực là tin tặc), đến sự nguy hiểm của những cuộc tấn công mạng. Nhưng nhiều người trong số chúng ta vẫn cho rằng, mối đe dọa này chẳng mấy liên quan đến thường dân. Thực tế lại không như vậy. Hầu như tất cả các công trình công nghiệp hiện nay đều đã được tự động hóa, ứng dụng công nghệ thông tin (CNTT), trong đó có những công trình đặc biệt quan trọng đối với một quốc gia như chế biến dầu khí, nhà máy điện, cảng hàng không... Cuốn sách này đề cập đến một vấn đề quan trọng: an ninh của các công trình công nghiệp tối quan trọng, và cũng là an ninh của quốc gia nói chung.
Việc tự động hóa, ứng dụng CNTT trong sản xuất giúp nâng cao độ tin cậy, tăng năng suất vì loại bỏ được lỗi do con người gây ra. Thế nhưng, đây lại chính là mục tiêu tấn công của hacker. Trên thế giới hiện nay đã có nhiều trường hợp xảy ra, chỉ một nhóm hacker cũng có thể làm đình trệ cả một hệ thống lớn.
Ví dụ điển hình là cuộc tấn công bằng mã độc vào Cụm cảng Hàng không Việt Nam tại Nội Bài và Tân Sơn Nhất vào cuối tháng 7/2016 đã gây ngưng trệ hoạt động tại các sân bay, đồng thời một lượng dữ liệu lớn của khách hàng Vietnam Airlines bị đánh cắp. Chưa dừng ở đó, vụ mất tiền từ tài khoản của khách hàng tại Vietcombank cũng cho thấy có bàn tay của hacker chuyên nghiệp.
Sẽ ra sao nếu như đứng sau những cuộc tấn công như vậy lại là bọn khủng bố, hay tệ hơn là kẻ thù tiềm năng, và thậm chí cả một quốc gia thù địch với tiềm lực công nghệ lẫn tài chính mạnh hơn rất nhiều, nghĩa là khả năng đạt mục tiêu cũng lớn hơn và hậu quả sẽ thảm khốc hơn.
Chính vì vậy, sự ra mắt của cuốn sách “Hiểm họa hacker: Hiểu biết và phòng chống” là rất đúng lúc và cần thiết. Tác giả của cuốn sách này là một nhà khoa học Nga - chuyên gia về an ninh thông tin. Và chúng ta đều biết rằng an ninh thông tin của Nga là một trong những trường phái mạnh hàng đầu thế giới.
Cuốn sách rất thiết thực cho cán bộ và đại diện các cơ quan an ninh, nó cũng cần thiết cho lãnh đạo các công trình tối quan trọng để nhận thức rõ tính cấp thiết của vấn đề an ninh thông tin. Hơn nữa, cuốn sách còn rất bổ ích cho các doanh nhân, chuyên viên CNTT, và cho cả những người quan tâm đến CNTT và an ninh mạng.",2018-06-04,6,,
Ngôi Trường Mọi Khi (Tái Bản 2022),100,8934974178644,Tiếng Việt,244,34000,https://www.fahasa.com/ngoi-truong-moi-khi-tai-ban-2022-399604.html,"Những câu chuyện về nhóm bạn học sinh năm đầu cấp 3 với bao kỷ niệm vui buồn hờn giận, bao nhiêu trò tinh nghịch của tuổi mới lớn.
Với những Hạt tiêu, Tóc ngắn, Hột mít, Bảnh trai, Răng chuột, Mặt mụn…đã tạo nên không khí của một lớp học thật dễ thương với bao nhiêu tình cảm yêu thương, cảm động và gần gũi.",2022-05-05,2,,
"Khoa Học Khám Phá - Câu Chuyện Cơ Thể Con Người: Tiến Hóa, Sức Khỏe Và Bệnh Tật",100,8934974173212,Tiếng Việt,540,165000,https://www.fahasa.com/khoa-hoc-kham-pha-cau-chuyen-co-the-con-nguoi-tien-hoa-suc-khoe-va-benh-tat.html,"""Câu chuyện về cơ thể con người: Tiến hóa, sức khỏe và bệnh tật"" là một cuốn sách phổ biến khoa học nổi tiếng về sinh học, đặc biệt có liên quan tới những vấn đề sức khỏe và bệnh tật của con người hiện đại.
Chúng ta không tiến hóa để khỏe mạnh, mà thay vì thế, chúng ta đã được lựa chọn để có càng nhiều hậu duệ càng tốt trong những điều kiện rất đa dạng và đầy thách đố. Kết quả là, ta không bao giờ tiến hóa để có những lựa chọn hợp lý rằng phải ăn cái gì hay phải luyện tập như thế nào trong các điều kiện giàu có và tiện nghi. Thêm nữa, sự tương tác giữa cơ thể mà ta thừa hưởng, môi trường mà ta tạo ra, và các quyết định mà đôi khi ta đưa ra, đã kích hoạt một vòng phản hồi thầm lặng tai hại. Ta bị mắc các chứng bệnh kinh niên vì đã làm cái điều ta tiến hóa để làm nhưng dưới các điều kiện mà cơ thể ta khó có thể thích ứng, và rồi ta lại trao truyền nguyên những điều kiện đó cho con cháu mình, làm cho chúng cũng bị ốm theo. Nếu muốn chặn đứng cái vòng nguy hiểm này lại, ta cần hình dung ra cách để, một cách cẩn trọng và khôn ngoan, thúc đẩy và đôi khi tự bắt buộc mình phải ăn những đồ ăn có lợi cho sức khỏe và phải năng hoạt động hơn về thể chất. Đó cũng là cái mà chúng ta đã tiến hóa để làm.
Tuy chủ đề chính của cuốn sách này - sự tiến hóa của con người, sức khỏe và bệnh tật - là hết sức rộng lớn và phức tạp, nhưng tác giả đã làm cho các sự kiện, những lời giải thích và lập luận trở nên đơn giản và rõ ràng, mà không quá thô thiển hoặc né tránh những vấn đề thiết yếu, đặc biệt là đối với những loại bệnh nghiêm trọng như ung thư vú hay đái tháo đường. Từ đó, cuốn sách đã đề cập được cách thức để áp dụng các bài học trong quá khứ về cơ thể con người cho tương lai của nó.
Tác giả cuốn sách - Daniel E. Lieberman - là giáo sư ngành Sinh học Tiến hóa của con người (nhân loại) và ngành Khoa học Sinh học tại Đại học Harvard. Ông đã viết hơn một trăm bài báo, đa số được đăng trên các tạp chí khoa học uy tín nhất là Nature và Science. Lieberman đặc biệt nổi tiếng với các nghiên cứu về sự tiến hóa của đầu người, và sự tiến hóa của hoạt động chạy, bao gồm cả chạy chân trần (vì lẽ đó ông được gán biệt hiệu Giáo sư chân trần). Các nghiên cứu và phát minh của ông thường được các báo, tạp chí, sách, chương trình tin tức và tư liệu đặt ở vị trí nổi bật.
Một cuốn sách hấp dẫn không chỉ đối với những ai trong ngành sinh học, mà đối với tất cả con người chúng ta: ai không quan tâm đến cơ thể chính mình, sức khỏe, quá khứ và tương lai của chính mình?",2021-05-05,2,,
Người Giỏi Không Bởi Học Nhiều (Tái Bản),100,8935251419511,Tiếng Việt,192,75000,https://www.fahasa.com/nguoi-gioi-khong-boi-hoc-nhieu-tai-ban.html,"Người giỏi không bởi học nhiều là cuốn sách kỹ năng sẽ giúp bạn trở thành một sinh viên nổi bật và có những năm tháng trên giảng đường đại học.

Bạn làm gì để trở thành một sinh viên nổi bật? Làm thế nào để bạn có những năm tháng trên giảng đường đại học thú vị nhất, trưởng thành nhất - tốt nghiệp đại học bằng xuất sắc, tham gia các hoạt động bổ ích, và khi ra trường xây dựng được một hồ sơ xin việc đẹp, có nhiều cơ hội việc làm sau khi tốt nghiệp đại học?

Cuốn sách Người giỏi không bởi học nhiều do Alpha Books biên soạn sẽ cung cấp cho bạn những phương pháp dễ áp dụng nhất trong học tập cũng như rèn luyện phong cách sống, giúp bạn đạt được những điều trên, và còn hơn thế nữa.

Trong cuốn sách tư duy học tập này, bạn sẽ biết cách :

Không đọc tất cả những gì được giao trên lớp
Tạo ra “Nghi thức Chủ nhật”
Bỏ đi một số giờ học mỗi kỳ
Bắt đầu bài tập lớn ngay khi được giao
Trở thành chủ tịch một câu lạc bộ trong trường
Ứng tuyển mười học bổng mỗi năm
Làm tốt hơn bất kỳ người nào bạn biết
Và còn nhiều điều nữa….",2022-01-06,7,,
Du Hành Vào Tâm Ánh Sáng (Tái Bản 2022),100,8935244869231,Tiếng Việt,113,55000,https://www.fahasa.com/du-hanh-vao-tam-anh-sang-tai-ban-2022.html,"Thật quen thuộc nhưng cũng thật bí ẩn, ánh sáng luôn lôi cuốn con người, dù đó là triết gia, tín đồ, nghệ sĩ hay nhà khoa học. Ánh sáng từ đâu đến? Nó lan truyền như thế nào? Với tốc độ nào? Làm thế nào để chế ngự được nó?... Nó là sóng hay hạt? Câu hỏi về bản chất thực sự của ánh sáng đã khơi lên từ thế kỉ XVII một cuộc tranh luận hấp dẫn, sẽ dẫn đến hai lí thuyết cơ bản của vật lí hiện đại là thuyết tương đối của Einsstein và cơ học lượng tử. Ngày nay, các nhà thiên văn, thông qua việc quan sát các nguồn gốc ánh sáng của vũ trụ, có thể đi ngược lại thời gian và lần lại lịch sử vũ trụ. Trong tương lai, nhờ kĩ thuật quang sợi, ánh sáng sẽ thay thế điện tử trong kĩ thuật viễn thông. Lần lượt gợi lại ánh sáng Mặt trời, cội nguồn của mọi sự sống, và ánh sáng nhân tạo với cuộc chinh phục công nghệ không thể bỏ qua, nhà thiên văn học Trịnh Xuân Thuận dẫn dắt chúng ta vào một chuyến du hành rạng rỡ.

“Vì sao không có gì mù mờ như ánh sáng, nhưng lại cũng không gì rõ ràng hơn ánh sáng bởi nó soi sáng và khiến cho ta thấy rõ vạn vật?” (Marsilio Ficino, Ánh sáng là gì, 1476)

TRỊNH XUÂN THUẬN sinh tại Hà Nội. Ông theo học tại Viện Công nghệ sinh California rồi Đại học Princeton, Hoa Kì. Từ năm 1976, ông là giáo sư thiên văn học tại Đại học Virginia. Là một nhà vật lí thiên văn, ông viết nhiều sách về sự hình thành và tiến hóa của những thiên hà.

Ông là tác giả của nhiều cuốn sách phổ biến thiên văn học nổi tiếng đã được dịch ra tiếng Việt:

• Giai điệu bí ẩn. Và con người tạo nên vũ trụ

• Hỗn độn và hài hòa

• Cái vô hạn trong lòng bàn tay

• Nguồn gốc – Nỗi hoài niệm về những thuở ban đầu

• Từ điển yêu thích bầu trời và các vì sao

• Vũ trụ và hoa sen

• Khát vọng tới cái vô hạn

Mời các bạn tìm đọc bộ sách Khám phá thế giới:

Du Hành Vào Tâm Ánh Sáng

Số Phận Của Vũ Trụ - Big Bang Và Sau Đó",2022-02-09,8,,
Sự Thật Thú Vị Về Loài Vật: Động Vật Ăn Như Thế Nào?,100,8935244833799,Tiếng Việt,32,40000,https://www.fahasa.com/su-that-thu-vi-ve-loai-vat-dong-vat-an-nhu-the-nao.html,Trông chúng vừa giống hải li,2019-05-09,8,,
Graphic Legends - The Adventures Of King Arthur - Những Chuyến Phiêu Lưu Của Vua Arthur,100,8935212348973,Tiếng Việt,106,26550,https://www.fahasa.com/graphic-legends-the-adventures-of-king-arthur-nhung-chuyen-phieu-luu-cua-vua-arthur.html,"Khi Vương quốc Anh chìm trong hỗn loạn, Merlin thần bí đã đưa hoàng tử nhỏ Arthur đi ẩn náu.

Nhiều năm sau, chàng trai trẻ Arthur thực sự bất ngờ khi phát hiện ra mình mới là người trị vì hợp pháp của vương quốc.

Kề vai sát cánh cùng các Hiệp sĩ bàn tròn đầy dũng mãnh, vị vua trẻ mới đăng quang Arthur đã trải qua rất nhiều cuộc chiến để có thể bảo toàn được lãnh thổ vương quốc của mình.

Câu chuyện về những thanh kiếm, những phép màu cổ tích và cả những chiến công đậm chất sử thi đã được kết hợp với nhau tạo thành bức tranh vô cùng sống động và bi tráng qua cuốn sách thật sự đặc biệt này.",2019-06-11,9,,
Thế Giới Trong Bạn - The World Within,200,8935086855423,Tiếng Việt,328,134000,https://www.fahasa.com/the-gioi-trong-ban-the-world-within.html,"“Thế giới trong bạn”(tựa gốc: “The World Within”) tổng hợp những cuộc hỏi đáp giữa Jiddu Krishnamurti với những người đã tìm đến ông vào giai đoạn ông sống “lánh đời” hồi Thế chiến thứ 2. Dù vậy, cuốn sách vẫn mang tính thời đại và có liên hệ trực tiếp với cuộc sống ngày nay.

Người ta tìm đến để hỏi Krishnamurti về mọi thứ: sinh kế, mối quan hệ, nuôi dạy con, mâu thuẫn hàng ngày, bế tắc trong cuộc sống, nỗi đau đang xiềng xích họ, tình trạng trống rỗng, chán nản nghề nghiệp, những giấc mơ lộn xộn, xung đột với tổ chức, chiến tranh và thậm chí là cách để thay đổi thế giới…

Đọc “Thế giới trong bạn”, ta sẽ thấy rằng trước mọi câu hỏi, lời hồi đáp của Krishnamurti đều giúp cho người đọc tự nhìn thấy các vấn đề của họ bằng cách hãy tự biết mình. Bởi mọi niềm vui và đau khổ của thế giới đều là sự phản ánh của niềm vui và đau khổ trong ta, vì ta chính là thế giới, nên mọi thay đổi đều phải bắt đầu từ chính mình. “Giống như cái cây sẽ chết nếu các cành và lá của nó bị cắt cụt nhiều lần, sự vô minh và đau khổ phải bị triệt hạ ngay khi chúng xuất hiện, thông qua nhận thức không ngừng và sự hiểu biết”, ông nói.

Nhưng, tự biết mình bằng cách nào và tự nhận thức như thế nào là sâu sắc? Câu trả lời sẽ được lật mở chậm rãi qua 80 bài đối thoại trong cuốn sách “Thế giới trong bạn”. Tựu trung, theo Krishnamurti, sự hiểu biết trọn vẹn về chính mình bắt đầu từ việc xem xét triệt để các suy nghĩ và cảm xúc, vượt lên trên kiến thức, không so sánh, không phán xét, không lệ thuộc vào người khác và nhất là không tuân theo bất cứ khuôn mẫu nào.

“Tự biết mình là việc không dễ dàng”, Krishnamurti nói, “Nó giống như một bộ sách dày trang. Bạn không thể bỏ qua một trang nào, bởi vì mỗi trang đều đưa ra gợi ý về sự khám phá và trải nghiệm”. Một khi ta biết cách đọc cuốn sách chính mình, ta cũng sẽ biết về thế giới xung quanh và mọi vấn đề của nó. “Bạn chính là thế giới”, Krishnamurti nói.

Cách đối thoại của Krishnamurti trực diện và tỉnh táo, lập luận của ông đôi khi sắc như dao, có lúc lại uyển chuyển với hình ảnh cái cây, con sông, đám lửa... Cứ thế, qua từng đoạn đối thoại ngắn, ông đã khiến cho người xem thời xưa lẫn người đọc hiện tại choáng váng, như lời của một người được giải đáp đã chia sẻ: “Điều ông vừa nói dường như đã mở ra những triển vọng lớn lao, tôi phải suy nghĩ về nó”.

Không khuyên bảo hay dạy dỗ, điều Krishnamurti làm là gợi mở cho người ta tự chiêm nghiệm, tự suy nghĩ để tìm kiếm câu trả lời. Ông không ngừng nhắc nhở mọi người nhìn vào nội tâm, nhìn thế giới qua chính mình, để tự giải thoát bản thân khỏi những sự khuôn định, khỏi những tư tưởng và thẩm quyền. Và để bắt đầu hành trình đó, chúng ta không cần tìm kiếm đâu xa cũng không cần cầu viện bất kỳ ai, chúng ta có thể bắt đầu từ chính mình, bằng thiền định đúng và tư duy đúng.",2022-06-01,7,,
Bí Ẩn Của Não Phải (Tái Bản 2022),100,8935086856345,Tiếng Việt,224,100000,https://www.fahasa.com/bi-an-cua-nao-phai-tai-ban-2022.html,"Đối với trẻ nhỏ việc giúp bé phát triển khả năng tư duy sáng tạo là điều rất quan trọng, vì vậy cha mẹ cần quan tâm giúp trẻ rèn luyện kích thích hoạt động của não phải để bồi dưỡng cho trẻ khả năng tư duy sáng tạo. Bởi lẽ việc phát triển não phải cho trẻ không phải chỉ phát triển về cảm xúc, về sự sáng tạo mà những kết quả đó sẽ giúp ích rất nhiều cho sự phát triển toàn não bộ. Khi được giáo dục đúng cách, não phải sẽ phát triển và tạo sự liên kết với não trái một cách tốt nhất.

Để giúp các bậc cha mẹ dễ dàng hình dung về dạng năng lực và khả năng sáng tạo của các bé nay Viện Giáo dục Trẻ em Shichida Nhật Bản sẽ gửi đến các bậc phụ huynh những kiến thức về khả năng tư duy của con bạn cũng như những kỹ năng mà bé có thể tự học hỏi, sáng tạo, và phát triển trong chính bộ não tí hon của mình. Điều quan trọng nhất trong giáo dục không phải nhồi nhét kiến thức mà là khơi gợi tài năng thiên bẩm mà mỗi bé có ngay từ khi sinh ra. Để đạt được điều này, ba mẹ cần tạo môi trường tốt nhất cho sự phát triển của bé giàu tính tương tác và giáo dục.

Bằng cách kết hợp sức mạnh của não trái, Phương pháp Shichida hướng đến mục tiêu khơi dậy khả năng của trẻ một cách cân bằng được gọi là “giáo dục não toàn diện”. Những khả năng như “cảm hứng” và “sáng tạo” được điều khiển bởi những chức năng của não phải. Não phải tư duy bằng hình ảnh và có khả năng nhớ những gì chúng ta thấy chỉ bằng một cái nhìn. Điều này minh họa cho trí tưởng tượng phong phú. Não trái tư duy bằng ngôn ngữ, chi phối việc phân tích và tư duy lôgic của chúng ta. Thật đáng tiếc, chúng ta thường chỉ sử dụng não trái, còn não phải thường ở trong trạng thái ngủ. Những bé được dạy đúng cách để sử dụng não phải từ nhỏ sẽ có thể duy trì các khả năng này thậm chí sau khi bé lớn lên. Có một thực tế là mọi đứa trẻ đều được sinh ra cùng vô vàn tài năng tiềm ẩn. Song những tiềm năng đó sẽ không thể nảy mầm nếu không được tác động đúng lúc và đúng cách. Không ai khác, chính cha mẹ là người khơi dậy những tố chất thiên tài của con mình. Không đơn giản là một cuốn sách nuôi dạy con cái thông thường, mà còn có rất nhiều chủ đề thú vị, bí ẩn về năng lực tiềm ẩn của não phải.

Qua đó cuốn sách cũng kết hợp nhiều câu chuyện thực tế mà các bé đã được giáo dục qua phương pháp Shichida “Bí Ẩn Của Não Phải” đem đến một triết lí giáo dục lành mạnh, nhân văn mà vẫn rất kỉ luật, nghiêm khắc. Ngoài phần nội dung ra cuốn sách còn có những hình ảnh cụ thể, sinh động, dễ hiểu cùng với những câu chuyện thực tế mà giáo viên tại học viện Shichida đã kể lại rằng: “Ông nội của T mắc bệnh ung thư. Cậu bé nghe được điều này khi bác sĩ giải thích tình trạng bệnh của ông với mẹ. T có khả năng chữa lành cho người khác thông qua việc tưởng tượng mình biến thành một người tí hon và đi vào trong cơ thể của họ để chữa lành những bộ phận bị đau. Mỗi lần đến thăm ông trong bệnh viện, T đều tưởng tượng mình đang đi vào cơ thể của ông và tiêu diệt hết vi khuẩn. Các tế bào ung thư nhỏ lại dần dần. Em T đã làm như vậy không chỉ cho ông nội mà còn cho các bệnh nhân khác trong cùng phòng và thậm chí một số bệnh nhân bị ốm nặng, thật ngạc nhiên khi tất cả những người đó đã đủ khỏe để trở về nhà”.

Cuốn sách đem đến triết lí giáo dục lành mạnh, nhân văn, coi trọng và tôn vinh mọi đứa trẻ. Nó cũng thức tỉnh cha mẹ Việt tận dụng những năm tháng đầu đời - khoảng thời gian duy nhất chúng ta có thể nắm tay trẻ - để quan tâm hơn đến việc nuôi dạy và giúp con có nền tảng phát triển tốt nhất. Không phải việc giáo dục bằng não phải theo phương pháp Shichida mang lại cho bạn một đứa trẻ thiên tài, mà luôn luôn có một thiên tài trong mỗi đứa trẻ nếu chúng ta biết cách kích thích não phải đúng cách. ",2022-02-10,1,,
Gã Nghiện Giày - Tự Truyện Của Nhà Sáng Lập Nike,100,8934974150961,Tiếng Việt,452,136000,https://www.fahasa.com/ga-nghien-giay-tu-truyen-cua-nha-sang-lap-nike.html,"Một câu chuyện cuốn hút, và truyền cảm hứng.... 24 tuổi, lấy bằng MBA ở Đại học Stanford, trăn trở với những câu hỏi lớn của cuộc đời, băn khoăn không biết tiếp tục làm việc cho một tập đoàn lớn hay tạo dựng sư nghiệp riêng cho mình... 24 tuổi, năm 1962, Phil Knight quyết định rằng con đường khác thường mới là lựa chọn duy nhất dành cho ông... Rồi ông khoác ba lô đi đến Tokyo, Hongkong, Bangkok, Việt Nam, Calcutta, Kathmandu, Bombay, Cairo, Jerusalem, Rome, Florence, Milan, Venice, Paris,, Munich, Vienna, London, Hy Lạp... Để rồi khi về lại quê nhà ở bang Oregon, ông quyết định mở công ty nhập khẩu giày chạy từ Nhật. Ban đầu chỉ một đôi để thử, rồi vài chục đôi, bán tại tầng hầm của gia đình bố mẹ Phil. Đam mê, quyết tâm, dám chấp nhận thất bại, vượt qua nhiều chông gai từ chuyện thiếu vốn, đến chuyện cạnh tranh từ đối thủ nhập khẩu khác… Phil Knight đã đưa công ty nhập khẩu giày ra đời với 50 đô-la mượn của bố phát triển đến doanh nghiệp có doanh số hơn 1 triệu đô-la chỉ 10 năm sau đó, năm 1972.

Nhưng không may, đối tác Nhật Bản trở chứng, đứng trước nguy cơ phải giải tán công ty mình dày công thành lập, ông và cộng sự đã chuyển hướng sang sản xuất giày, từ đó logo và thương hiệu Nike ra đời.

Ông không đưa ra bí quyết, chiến lược, hay bước hành động dành cho các bạn trẻ mê kinh doanh, các chủ doanh nghiệp đang dồn hết tâm sức cho đứa con doanh nghiệp của mình; nhưng qua câu chuyện và cách xử lý của ông, người đọc sẽ học được rất nhiều những bài học quý giá về gầy dựng doanh nghiệp, vượt qua khó khăn và thất bại không thể tránh khỏi, để từ đó có tư duy kinh doanh cho riêng mình. Đó là những câu chuyện là nhân sự (chọn được người để cùng mình bước lên hành trình xây dựng công ty đầy gian nan), dòng tiền, về làm ăn với các đối tác, khi bị đối thủ tấn công, rồi mặt bằng, rồi biến động tỉ giá, rồi cả những sự vụ pháp lý có liên quan…

Con đường Phil Knight cùng những gã nghiện giày khác xây dựng thương hiệu Nike đầy chông gai, những cuộc “chiến đấu” bất tận và cả thất bại, và Knight đã chia sẻ thẳng thắn tất cả trong quyển sách này. Ông không giấu giếm, kể cả những chuyện xấu của ông, ví dụ như một lần lục cặp tài liệu của đối tác Nhật Bản!

Bằng giọng văn mộc mạc, câu ngắn gọn, người đọc như bị lôi cuốn vào câu chuyện truyền cảm hứng này.",2017-07-12,2,,
